Country,Year,Child
Holy See,2000,nan
Holy See,2001,nan
Holy See,2002,nan
Holy See,2003,nan
Holy See,2004,nan
Holy See,2005,nan
Holy See,2006,nan
Holy See,2007,nan
Holy See,2008,nan
Holy See,2009,nan
Holy See,2010,nan
Honduras,2000,114558.0
Honduras,2001,nan
Honduras,2002,nan
Honduras,2003,nan
Honduras,2004,45363.0
Honduras,2005,85266.0
Honduras,2006,41572.0
Honduras,2007,74936.0
Honduras,2008,43183.0
Honduras,2009,38813.0
Honduras,2010,45759.0
"Hong Kong, China",2000,nan
"Hong Kong, China",2001,35310.0
"Hong Kong, China",2002,32078.0
"Hong Kong, China",2003,25679.0
"Hong Kong, China",2004,18161.0
"Hong Kong, China",2005,17508.0
"Hong Kong, China",2006,15884.0
"Hong Kong, China",2007,15155.0
"Hong Kong, China",2008,15010.0
"Hong Kong, China",2009,11727.0
"Hong Kong, China",2010,5277.0
Hungary,2000,12287.0
Hungary,2001,10655.0
Hungary,2002,9970.0
Hungary,2003,15417.0
Hungary,2004,17541.0
Hungary,2005,14911.0
Hungary,2006,13575.0
Hungary,2007,15181.0
Hungary,2008,10652.0
Hungary,2009,7733.0
Hungary,2010,7350.0
Iceland,2000,257.0
Iceland,2001,138.0
Iceland,2002,148.0
Iceland,2003,240.0
Iceland,2004,672.0
Iceland,2005,657.0
Iceland,2006,638.0
Iceland,2007,598.0
Iceland,2008,365.0
Iceland,2009,167.0
Iceland,2010,294.0
India,2000,20007708.0
India,2001,20305963.0
India,2002,20700241.0
India,2003,14747899.0
India,2004,6184213.0
India,2005,6853721.0
India,2006,6314803.0
India,2007,4866752.0
India,2008,2278322.0
India,2009,nan
India,2010,nan
Indonesia,2000,1599485.0
Indonesia,2001,1272138.0
Indonesia,2002,1236013.0
Indonesia,2003,1090144.0
Indonesia,2004,948474.0
Indonesia,2005,1277402.0
Indonesia,2006,421016.0
Indonesia,2007,510605.0
Indonesia,2008,320801.0
Indonesia,2009,399571.0
Indonesia,2010,105670.0
Iran,2000,1181950.0
Iran,2001,nan
Iran,2002,446667.0
Iran,2003,462745.0
Iran,2004,223213.0
Iran,2005,205780.0
Iran,2006,47049.0
Iran,2007,23888.0
Iran,2008,nan
Iran,2009,14417.0
Iran,2010,16597.0
Iraq,2000,481646.0
Iraq,2001,512093.0
Iraq,2002,nan
Iraq,2003,310817.0
Iraq,2004,384763.0
Iraq,2005,nan
Iraq,2006,nan
Iraq,2007,501445.0
Iraq,2008,nan
Iraq,2009,nan
Iraq,2010,nan
Ireland,2000,977.0
Ireland,2001,4061.0
Ireland,2002,444.0
Ireland,2003,18.0
Ireland,2004,700.0
Ireland,2005,863.0
Ireland,2006,433.0
Ireland,2007,658.0
Ireland,2008,1706.0
Ireland,2009,1923.0
Ireland,2010,1434.0
Isle of Man,2000,nan
Isle of Man,2001,nan
Isle of Man,2002,nan
Isle of Man,2003,nan
Isle of Man,2004,nan
Isle of Man,2005,nan
Isle of Man,2006,nan
Isle of Man,2007,nan
Isle of Man,2008,nan
Isle of Man,2009,nan
Isle of Man,2010,nan
Israel,2000,13703.0
Israel,2001,10832.0
Israel,2002,13069.0
Israel,2003,12687.0
Israel,2004,15797.0
Israel,2005,17230.0
Israel,2006,21092.0
Israel,2007,19913.0
Israel,2008,20535.0
Israel,2009,23155.0
Israel,2010,20204.0
Italy,2000,7179.0
Italy,2001,9499.0
Italy,2002,13212.0
Italy,2003,15361.0
Italy,2004,23692.0
Italy,2005,18955.0
Italy,2006,17373.0
Italy,2007,14049.0
Italy,2008,13397.0
Italy,2009,16434.0
Italy,2010,25059.0
Jamaica,2000,20837.0
Jamaica,2001,23679.0
Jamaica,2002,26363.0
Jamaica,2003,32120.0
Jamaica,2004,29052.0
Jamaica,2005,38594.0
Jamaica,2006,nan
Jamaica,2007,67591.0
Jamaica,2008,60816.0
Jamaica,2009,60112.0
Jamaica,2010,59454.0
Japan,2000,2529.0
Japan,2001,1836.0
Japan,2002,2447.0
Japan,2003,1433.0
Japan,2004,3883.0
Japan,2005,1814.0
Japan,2006,441.0
Japan,2007,2031.0
Japan,2008,2609.0
Japan,2009,1551.0
Japan,2010,1979.0
Jersey,2000,nan
Jersey,2001,nan
Jersey,2002,nan
Jersey,2003,nan
Jersey,2004,nan
Jersey,2005,nan
Jersey,2006,nan
Jersey,2007,nan
Jersey,2008,nan
Jersey,2009,nan
Jersey,2010,nan
Jordan,2000,40026.0
Jordan,2001,nan
Jordan,2002,5159.0
Jordan,2003,6463.0
Jordan,2004,8813.0
Jordan,2005,6173.0
Jordan,2006,8665.0
Jordan,2007,30184.0
Jordan,2008,51425.0
Jordan,2009,nan
Jordan,2010,82699.0
Kazakhstan,2000,75050.0
Kazakhstan,2001,33289.0
Kazakhstan,2002,16372.0
Kazakhstan,2003,16486.0
Kazakhstan,2004,14617.0
Kazakhstan,2005,14650.0
Kazakhstan,2006,15453.0
Kazakhstan,2007,10855.0
Kazakhstan,2008,9292.0
Kazakhstan,2009,6491.0
Kazakhstan,2010,2738.0
Kenya,2000,1814188.0
Kenya,2001,nan
Kenya,2002,2017389.0
Kenya,2003,1368236.0
Kenya,2004,1436180.0
Kenya,2005,1361191.0
Kenya,2006,1397547.0
Kenya,2007,771262.0
Kenya,2008,1051358.0
Kenya,2009,1009592.0
Kenya,2010,nan
Kiribati,2000,139.0
Kiribati,2001,nan
Kiribati,2002,81.0
Kiribati,2003,nan
Kiribati,2004,nan
Kiribati,2005,nan
Kiribati,2006,nan
Kiribati,2007,nan
Kiribati,2008,nan
Kiribati,2009,nan
Kiribati,2010,nan
North Korea,2000,nan
North Korea,2001,nan
North Korea,2002,nan
North Korea,2003,nan
North Korea,2004,nan
North Korea,2005,nan
North Korea,2006,nan
North Korea,2007,nan
North Korea,2008,nan
North Korea,2009,nan
North Korea,2010,nan
South Korea,2000,9888.0
South Korea,2001,19001.0
South Korea,2002,27459.0
South Korea,2003,10140.0
South Korea,2004,22738.0
South Korea,2005,25120.0
South Korea,2006,24671.0
South Korea,2007,23511.0
South Korea,2008,19922.0
South Korea,2009,14352.0
South Korea,2010,35309.0
United Korea (former),2000,nan
United Korea (former),2001,nan
United Korea (former),2002,nan
United Korea (former),2003,nan
United Korea (former),2004,nan
United Korea (former),2005,nan
United Korea (former),2006,nan
United Korea (former),2007,nan
United Korea (former),2008,nan
United Korea (former),2009,nan
United Korea (former),2010,nan
Kosovo,2000,nan
Kosovo,2001,nan
Kosovo,2002,nan
Kosovo,2003,nan
Kosovo,2004,nan
Kosovo,2005,nan
Kosovo,2006,nan
Kosovo,2007,nan
Kosovo,2008,nan
Kosovo,2009,nan
Kosovo,2010,nan
Kuwait,2000,5893.0
Kuwait,2001,5294.0
Kuwait,2002,241.0
Kuwait,2003,3050.0
Kuwait,2004,3314.0
Kuwait,2005,1859.0
Kuwait,2006,nan
Kuwait,2007,4331.0
Kuwait,2008,3535.0
Kuwait,2009,nan
Kuwait,2010,nan
Kyrgyz Republic,2000,37343.0
Kyrgyz Republic,2001,33256.0
Kyrgyz Republic,2002,32261.0
Kyrgyz Republic,2003,31705.0
Kyrgyz Republic,2004,9539.0
Kyrgyz Republic,2005,19991.0
Kyrgyz Republic,2006,15686.0
Kyrgyz Republic,2007,21244.0
Kyrgyz Republic,2008,23308.0
Kyrgyz Republic,2009,24314.0
Kyrgyz Republic,2010,18490.0
Lao,2000,165648.0
Lao,2001,173540.0
Lao,2002,167664.0
Lao,2003,149032.0
Lao,2004,144931.0
Lao,2005,135358.0
Lao,2006,123232.0
Lao,2007,102626.0
Lao,2008,82223.0
Lao,2009,61673.0
Lao,2010,23215.0
Latvia,2000,nan
Latvia,2001,nan
Latvia,2002,nan
Latvia,2003,nan
Latvia,2004,nan
Latvia,2005,nan
Latvia,2006,nan
Latvia,2007,nan
Latvia,2008,6752.0
Latvia,2009,6235.0
Latvia,2010,4697.0
Lebanon,2000,nan
Lebanon,2001,nan
Lebanon,2002,nan
Lebanon,2003,nan
Lebanon,2004,nan
Lebanon,2005,nan
Lebanon,2006,57869.0
Lebanon,2007,57320.0
Lebanon,2008,55422.0
Lebanon,2009,47159.0
Lebanon,2010,29847.0
Lesotho,2000,87689.0
Lesotho,2001,88792.0
Lesotho,2002,88421.0
Lesotho,2003,88790.0
Lesotho,2004,97787.0
Lesotho,2005,100940.0
Lesotho,2006,111557.0
Lesotho,2007,110108.0
Lesotho,2008,106013.0
Lesotho,2009,105246.0
Lesotho,2010,98874.0
Liberia,2000,nan
Liberia,2001,nan
Liberia,2002,nan
Liberia,2003,nan
Liberia,2004,nan
Liberia,2005,nan
Liberia,2006,324568.0
Liberia,2007,300903.0
Liberia,2008,317652.0
Liberia,2009,351919.0
Liberia,2010,nan
Libya,2000,nan
Libya,2001,nan
Libya,2002,nan
Libya,2003,nan
Libya,2004,nan
Libya,2005,nan
Libya,2006,nan
Libya,2007,nan
Libya,2008,nan
Libya,2009,nan
Libya,2010,nan
Liechtenstein,2000,nan
Liechtenstein,2001,nan
Liechtenstein,2002,nan
Liechtenstein,2003,16.0
Liechtenstein,2004,12.0
Liechtenstein,2005,nan
Liechtenstein,2006,24.0
Liechtenstein,2007,23.0
Liechtenstein,2008,16.0
Liechtenstein,2009,30.0
Liechtenstein,2010,16.0
Lithuania,2000,4210.0
Lithuania,2001,3662.0
Lithuania,2002,4195.0
Lithuania,2003,9678.0
Lithuania,2004,14512.0
Lithuania,2005,15146.0
Lithuania,2006,12292.0
Lithuania,2007,8390.0
Lithuania,2008,5485.0
Lithuania,2009,4415.0
Lithuania,2010,5495.0
Luxembourg,2000,973.0
Luxembourg,2001,1023.0
Luxembourg,2002,901.0
Luxembourg,2003,1240.0
Luxembourg,2004,1005.0
Luxembourg,2005,631.0
Luxembourg,2006,596.0
Luxembourg,2007,748.0
Luxembourg,2008,1141.0
Luxembourg,2009,nan
Luxembourg,2010,1951.0
"Macao, China",2000,6403.0
"Macao, China",2001,6730.0
"Macao, China",2002,5738.0
"Macao, China",2003,5102.0
"Macao, China",2004,4463.0
"Macao, China",2005,4091.0
"Macao, China",2006,4050.0
"Macao, China",2007,3777.0
"Macao, China",2008,3853.0
"Macao, China",2009,4355.0
"Macao, China",2010,4710.0
"Macedonia, FYR",2000,2769.0
"Macedonia, FYR",2001,2321.0
"Macedonia, FYR",2002,4128.0
"Macedonia, FYR",2003,5989.0
"Macedonia, FYR",2004,5953.0
"Macedonia, FYR",2005,6286.0
"Macedonia, FYR",2006,7766.0
"Macedonia, FYR",2007,8154.0
"Macedonia, FYR",2008,10330.0
"Macedonia, FYR",2009,7730.0
"Macedonia, FYR",2010,2212.0
Madagascar,2000,705347.0
Madagascar,2001,693908.0
Madagascar,2002,697690.0
Madagascar,2003,485306.0
Madagascar,2004,nan
Madagascar,2005,nan
Madagascar,2006,nan
Madagascar,2007,nan
Madagascar,2008,nan
Madagascar,2009,nan
Madagascar,2010,nan
Malawi,2000,nan
Malawi,2001,nan
Malawi,2002,nan
Malawi,2003,22752.0
Malawi,2004,53531.0
Malawi,2005,53208.0
Malawi,2006,66021.0
Malawi,2007,134555.0
Malawi,2008,69893.0
Malawi,2009,62275.0
Malawi,2010,nan
Malaysia,2000,67392.0
Malaysia,2001,99743.0
Malaysia,2002,156073.0
Malaysia,2003,161519.0
Malaysia,2004,113446.0
Malaysia,2005,136646.0
Malaysia,2006,nan
Malaysia,2007,nan
Malaysia,2008,nan
Malaysia,2009,nan
Malaysia,2010,nan
Maldives,2000,782.0
Maldives,2001,1248.0
Maldives,2002,1272.0
Maldives,2003,nan
Maldives,2004,127.0
Maldives,2005,979.0
Maldives,2006,882.0
Maldives,2007,1253.0
Maldives,2008,1178.0
Maldives,2009,1330.0
Maldives,2010,1388.0
Mali,2000,nan
Mali,2001,nan
Mali,2002,974473.0
Mali,2003,1001681.0
Mali,2004,1033249.0
Mali,2005,965095.0
Mali,2006,969481.0
Mali,2007,958102.0
Mali,2008,nan
Mali,2009,860731.0
Mali,2010,858255.0
Malta,2000,2130.0
Malta,2001,2299.0
Malta,2002,2453.0
Malta,2003,2470.0
Malta,2004,2258.0
Malta,2005,2966.0
Malta,2006,nan
Malta,2007,2393.0
Malta,2008,2188.0
Malta,2009,2875.0
Malta,2010,1529.0
Marshall Islands,2000,nan
Marshall Islands,2001,nan
Marshall Islands,2002,137.0
Marshall Islands,2003,nan
Marshall Islands,2004,nan
Marshall Islands,2005,nan
Marshall Islands,2006,nan
Marshall Islands,2007,nan
Marshall Islands,2008,nan
Marshall Islands,2009,nan
Marshall Islands,2010,nan
Martinique,2000,nan
Martinique,2001,nan
Martinique,2002,nan
Martinique,2003,nan
Martinique,2004,nan
Martinique,2005,nan
Martinique,2006,nan
Martinique,2007,nan
Martinique,2008,nan
Martinique,2009,nan
Martinique,2010,nan
Mauritania,2000,163972.0
Mauritania,2001,152518.0
Mauritania,2002,149968.0
Mauritania,2003,147492.0
Mauritania,2004,117454.0
Mauritania,2005,125204.0
Mauritania,2006,113396.0
Mauritania,2007,110177.0
Mauritania,2008,129333.0
Mauritania,2009,134496.0
Mauritania,2010,133538.0
Mauritius,2000,9940.0
Mauritius,2001,10575.0
Mauritius,2002,8762.0
Mauritius,2003,8940.0
Mauritius,2004,9984.0
Mauritius,2005,8871.0
Mauritius,2006,8140.0
Mauritius,2007,7698.0
Mauritius,2008,7682.0
Mauritius,2009,8034.0
Mauritius,2010,7797.0
Mayotte,2000,nan
Mayotte,2001,nan
Mayotte,2002,nan
Mayotte,2003,nan
Mayotte,2004,nan
Mayotte,2005,nan
Mayotte,2006,nan
Mayotte,2007,nan
Mayotte,2008,nan
Mayotte,2009,nan
Mayotte,2010,nan
Mexico,2000,73700.0
Mexico,2001,80053.0
Mexico,2002,69622.0
Mexico,2003,63311.0
Mexico,2004,59962.0
Mexico,2005,59233.0
Mexico,2006,46163.0
Mexico,2007,75232.0
Mexico,2008,61722.0
Mexico,2009,49793.0
Mexico,2010,58273.0
"Micronesia, Fed. Sts.",2000,nan
"Micronesia, Fed. Sts.",2001,nan
"Micronesia, Fed. Sts.",2002,nan
"Micronesia, Fed. Sts.",2003,nan
"Micronesia, Fed. Sts.",2004,nan
"Micronesia, Fed. Sts.",2005,nan
"Micronesia, Fed. Sts.",2006,nan
"Micronesia, Fed. Sts.",2007,nan
"Micronesia, Fed. Sts.",2008,nan
"Micronesia, Fed. Sts.",2009,nan
"Micronesia, Fed. Sts.",2010,nan
Moldova,2000,18507.0
Moldova,2001,10459.0
Moldova,2002,9108.0
Moldova,2003,7181.0
Moldova,2004,6717.0
Moldova,2005,12469.0
Moldova,2006,16572.0
Moldova,2007,16982.0
Moldova,2008,15389.0
Moldova,2009,15482.0
Moldova,2010,14936.0
Monaco,2000,nan
Monaco,2001,nan
Monaco,2002,nan
Monaco,2003,nan
Monaco,2004,nan
Monaco,2005,nan
Monaco,2006,nan
Monaco,2007,nan
Monaco,2008,nan
Monaco,2009,nan
Monaco,2010,nan
Mongolia,2000,21173.0
Mongolia,2001,16581.0
Mongolia,2002,17627.0
Mongolia,2003,32893.0
Mongolia,2004,17164.0
Mongolia,2005,24094.0
Mongolia,2006,13274.0
Mongolia,2007,14812.0
Mongolia,2008,7731.0
Mongolia,2009,6673.0
Mongolia,2010,2122.0
Montenegro,2000,nan
Montenegro,2001,nan
Montenegro,2002,nan
Montenegro,2003,884.0
Montenegro,2004,nan
Montenegro,2005,682.0
Montenegro,2006,510.0
Montenegro,2007,1784.0
Montenegro,2008,2240.0
Montenegro,2009,nan
Montenegro,2010,nan
Montserrat,2000,nan
Montserrat,2001,nan
Montserrat,2002,nan
Montserrat,2003,nan
Montserrat,2004,nan
Montserrat,2005,nan
Montserrat,2006,nan
Montserrat,2007,nan
Montserrat,2008,nan
Montserrat,2009,nan
Montserrat,2010,nan
Morocco,2000,941922.0
Morocco,2001,757073.0
Morocco,2002,564838.0
Morocco,2003,498193.0
Morocco,2004,497894.0
Morocco,2005,461100.0
Morocco,2006,419161.0
Morocco,2007,380029.0
Morocco,2008,351472.0
Morocco,2009,344672.0
Morocco,2010,207749.0
Mozambique,2000,1497798.0
Mozambique,2001,1378541.0
Mozambique,2002,1565521.0
Mozambique,2003,nan
Mozambique,2004,1126260.0
Mozambique,2005,938034.0
Mozambique,2006,791046.0
Mozambique,2007,589303.0
Mozambique,2008,459383.0
Mozambique,2009,422041.0
Mozambique,2010,366736.0
Myanmar,2000,nan
Myanmar,2001,nan
Myanmar,2002,nan
Myanmar,2003,nan
Myanmar,2004,nan
Myanmar,2005,nan
Myanmar,2006,nan
Myanmar,2007,nan
Myanmar,2008,nan
Myanmar,2009,nan
Myanmar,2010,nan
Namibia,2000,35267.0
Namibia,2001,33430.0
Namibia,2002,29580.0
Namibia,2003,31229.0
Namibia,2004,41332.0
Namibia,2005,42811.0
Namibia,2006,49198.0
Namibia,2007,45965.0
Namibia,2008,50035.0
Namibia,2009,51667.0
Namibia,2010,52851.0
Nauru,2000,nan
Nauru,2001,nan
Nauru,2002,nan
Nauru,2003,nan
Nauru,2004,nan
Nauru,2005,nan
Nauru,2006,nan
Nauru,2007,nan
Nauru,2008,nan
Nauru,2009,nan
Nauru,2010,nan
Nepal,2000,926520.0
Nepal,2001,nan
Nepal,2002,nan
Nepal,2003,nan
Nepal,2004,nan
Nepal,2005,nan
Nepal,2006,nan
Nepal,2007,nan
Nepal,2008,nan
Nepal,2009,nan
Nepal,2010,nan
Netherlands,2000,6916.0
Netherlands,2001,7151.0
Netherlands,2002,7377.0
Netherlands,2003,18608.0
Netherlands,2004,26358.0
Netherlands,2005,25657.0
Netherlands,2006,17226.0
Netherlands,2007,6746.0
Netherlands,2008,4750.0
Netherlands,2009,2770.0
Netherlands,2010,266.0
Netherlands Antilles,2000,nan
Netherlands Antilles,2001,nan
Netherlands Antilles,2002,nan
Netherlands Antilles,2003,nan
Netherlands Antilles,2004,nan
Netherlands Antilles,2005,nan
Netherlands Antilles,2006,nan
Netherlands Antilles,2007,nan
Netherlands Antilles,2008,nan
Netherlands Antilles,2009,nan
Netherlands Antilles,2010,nan
New Caledonia,2000,nan
New Caledonia,2001,nan
New Caledonia,2002,nan
New Caledonia,2003,nan
New Caledonia,2004,nan
New Caledonia,2005,nan
New Caledonia,2006,nan
New Caledonia,2007,nan
New Caledonia,2008,nan
New Caledonia,2009,nan
New Caledonia,2010,nan
New Zealand,2000,3650.0
New Zealand,2001,9721.0
New Zealand,2002,3816.0
New Zealand,2003,6721.0
New Zealand,2004,5851.0
New Zealand,2005,3178.0
New Zealand,2006,2989.0
New Zealand,2007,1781.0
New Zealand,2008,1390.0
New Zealand,2009,1693.0
New Zealand,2010,1833.0
Ngorno-Karabakh,2000,nan
Ngorno-Karabakh,2001,nan
Ngorno-Karabakh,2002,nan
Ngorno-Karabakh,2003,nan
Ngorno-Karabakh,2004,nan
Ngorno-Karabakh,2005,nan
Ngorno-Karabakh,2006,nan
Ngorno-Karabakh,2007,nan
Ngorno-Karabakh,2008,nan
Ngorno-Karabakh,2009,nan
Ngorno-Karabakh,2010,nan
Nicaragua,2000,138705.0
Nicaragua,2001,117986.0
Nicaragua,2002,71324.0
Nicaragua,2003,67362.0
Nicaragua,2004,53246.0
Nicaragua,2005,45549.0
Nicaragua,2006,58370.0
Nicaragua,2007,55665.0
Nicaragua,2008,44711.0
Nicaragua,2009,nan
Nicaragua,2010,48167.0
Niger,2000,1295457.0
Niger,2001,1278700.0
Niger,2002,1256189.0
Niger,2003,1230413.0
Niger,2004,1205055.0
Niger,2005,1249230.0
Niger,2006,1259406.0
Niger,2007,1267091.0
Niger,2008,1220778.0
Niger,2009,1161796.0
Niger,2010,1085721.0
Nigeria,2000,6940723.0
Nigeria,2001,nan
Nigeria,2002,nan
Nigeria,2003,7122520.0
Nigeria,2004,7093503.0
Nigeria,2005,7133266.0
Nigeria,2006,7150254.0
Nigeria,2007,7974015.0
Nigeria,2008,9686822.0
Nigeria,2009,10288599.0
Nigeria,2010,10542105.0
Niue,2000,nan
Niue,2001,nan
Niue,2002,nan
Niue,2003,nan
Niue,2004,nan
Niue,2005,nan
Niue,2006,nan
Niue,2007,nan
Niue,2008,nan
Niue,2009,nan
Niue,2010,nan
Norfolk Island,2000,nan
Norfolk Island,2001,nan
Norfolk Island,2002,nan
Norfolk Island,2003,nan
Norfolk Island,2004,nan
Norfolk Island,2005,nan
Norfolk Island,2006,nan
Norfolk Island,2007,nan
Norfolk Island,2008,nan
Norfolk Island,2009,nan
Norfolk Island,2010,nan
Northern Cyprus,2000,nan
Northern Cyprus,2001,nan
Northern Cyprus,2002,nan
Northern Cyprus,2003,nan
Northern Cyprus,2004,nan
Northern Cyprus,2005,nan
Northern Cyprus,2006,nan
Northern Cyprus,2007,nan
Northern Cyprus,2008,nan
Northern Cyprus,2009,nan
Northern Cyprus,2010,nan
Northern Mariana Islands,2000,nan
Northern Mariana Islands,2001,nan
Northern Mariana Islands,2002,nan
Northern Mariana Islands,2003,nan
Northern Mariana Islands,2004,nan
Northern Mariana Islands,2005,nan
Northern Mariana Islands,2006,nan
Northern Mariana Islands,2007,nan
Northern Mariana Islands,2008,nan
Northern Mariana Islands,2009,nan
Northern Mariana Islands,2010,nan
Norway,2000,1179.0
Norway,2001,970.0
Norway,2002,1083.0
Norway,2003,624.0
Norway,2004,2277.0
Norway,2005,5999.0
Norway,2006,5891.0
Norway,2007,4664.0
Norway,2008,4194.0
Norway,2009,4407.0
Norway,2010,3657.0
Oman,2000,61332.0
Oman,2001,49960.0
Oman,2002,42311.0
Oman,2003,41501.0
Oman,2004,nan
Oman,2005,nan
Oman,2006,nan
Oman,2007,nan
Oman,2008,nan
Oman,2009,5240.0
Oman,2010,5371.0
Pakistan,2000,nan
Pakistan,2001,8398974.0
Pakistan,2002,nan
Pakistan,2003,8507711.0
Pakistan,2004,7510474.0
Pakistan,2005,7158051.0
Pakistan,2006,7619171.0
Pakistan,2007,6602932.0
Pakistan,2008,6266251.0
Pakistan,2009,5709703.0
Pakistan,2010,5125373.0
Palau,2000,61.0
Palau,2001,nan
Palau,2002,nan
Palau,2003,nan
Palau,2004,nan
Palau,2005,nan
Palau,2006,nan
Palau,2007,nan
Palau,2008,nan
Palau,2009,nan
Palau,2010,nan
Panama,2000,5002.0
Panama,2001,3112.0
Panama,2002,3814.0
Panama,2003,nan
Panama,2004,4501.0
Panama,2005,3642.0
Panama,2006,3743.0
Panama,2007,4077.0
Panama,2008,4579.0
Panama,2009,11689.0
Panama,2010,5457.0
Papua New Guinea,2000,nan
Papua New Guinea,2001,nan
Papua New Guinea,2002,nan
Papua New Guinea,2003,nan
Papua New Guinea,2004,nan
Papua New Guinea,2005,nan
Papua New Guinea,2006,nan
Papua New Guinea,2007,nan
Papua New Guinea,2008,nan
Papua New Guinea,2009,nan
Papua New Guinea,2010,nan
Paraguay,2000,17055.0
Paraguay,2001,19283.0
Paraguay,2002,34987.0
Paraguay,2003,40765.0
Paraguay,2004,44693.0
Paraguay,2005,41434.0
Paraguay,2006,56898.0
Paraguay,2007,77961.0
Paraguay,2008,100885.0
Paraguay,2009,122636.0
Paraguay,2010,136015.0
Peru,2000,1174.0
Peru,2001,4664.0
Peru,2002,2835.0
Peru,2003,4744.0
Peru,2004,14148.0
Peru,2005,14120.0
Peru,2006,11668.0
Peru,2007,12058.0
Peru,2008,62393.0
Peru,2009,97461.0
Peru,2010,65931.0
Philippines,2000,nan
Philippines,2001,1101169.0
Philippines,2002,1066122.0
Philippines,2003,1042853.0
Philippines,2004,1128474.0
Philippines,2005,1243060.0
Philippines,2006,1468932.0
Philippines,2007,1524652.0
Philippines,2008,1516160.0
Philippines,2009,1460431.0
Philippines,2010,nan
Pitcairn,2000,nan
Pitcairn,2001,nan
Pitcairn,2002,nan
Pitcairn,2003,nan
Pitcairn,2004,nan
Pitcairn,2005,nan
Pitcairn,2006,nan
Pitcairn,2007,nan
Pitcairn,2008,nan
Pitcairn,2009,nan
Pitcairn,2010,nan
Poland,2000,84809.0
Poland,2001,75903.0
Poland,2002,81802.0
Poland,2003,91952.0
Poland,2004,104035.0
Poland,2005,117501.0
Poland,2006,119751.0
Poland,2007,120095.0
Poland,2008,116006.0
Poland,2009,93741.0
Poland,2010,72718.0
Portugal,2000,19822.0
Portugal,2001,5123.0
Portugal,2002,4255.0
Portugal,2003,7841.0
Portugal,2004,6143.0
Portugal,2005,5248.0
Portugal,2006,6114.0
Portugal,2007,7849.0
Portugal,2008,10094.0
Portugal,2009,4202.0
Portugal,2010,4208.0
Puerto Rico,2000,nan
Puerto Rico,2001,nan
Puerto Rico,2002,nan
Puerto Rico,2003,nan
Puerto Rico,2004,nan
Puerto Rico,2005,nan
Puerto Rico,2006,nan
Puerto Rico,2007,nan
Puerto Rico,2008,nan
Puerto Rico,2009,nan
Puerto Rico,2010,45653.0
Qatar,2000,2316.0
Qatar,2001,3073.0
Qatar,2002,2116.0
Qatar,2003,4098.0
Qatar,2004,5364.0
Qatar,2005,3901.0
Qatar,2006,1968.0
Qatar,2007,2910.0
Qatar,2008,1979.0
Qatar,2009,1497.0
Qatar,2010,3311.0
Reunion,2000,nan
Reunion,2001,nan
Reunion,2002,nan
Reunion,2003,nan
Reunion,2004,nan
Reunion,2005,nan
Reunion,2006,nan
Reunion,2007,nan
Reunion,2008,nan
Reunion,2009,nan
Reunion,2010,nan
Romania,2000,88987.0
Romania,2001,72639.0
Romania,2002,34728.0
Romania,2003,1239.0
Romania,2004,8723.0
Romania,2005,9261.0
Romania,2006,45501.0
Romania,2007,56229.0
Romania,2008,65789.0
Romania,2009,67514.0
Romania,2010,109035.0
Russia,2000,nan
Russia,2001,nan
Russia,2002,nan
Russia,2003,nan
Russia,2004,nan
Russia,2005,nan
Russia,2006,310306.0
Russia,2007,286193.0
Russia,2008,259741.0
Russia,2009,220707.0
Russia,2010,nan
Rwanda,2000,nan
Rwanda,2001,336678.0
Rwanda,2002,279022.0
Rwanda,2003,196052.0
Rwanda,2004,272813.0
Rwanda,2005,251757.0
Rwanda,2006,nan
Rwanda,2007,123265.0
Rwanda,2008,144564.0
Rwanda,2009,25708.0
Rwanda,2010,20208.0
St. Barthélemy,2000,nan
St. Barthélemy,2001,nan
St. Barthélemy,2002,nan
St. Barthélemy,2003,nan
St. Barthélemy,2004,nan
St. Barthélemy,2005,nan
St. Barthélemy,2006,nan
St. Barthélemy,2007,nan
St. Barthélemy,2008,nan
St. Barthélemy,2009,nan
St. Barthélemy,2010,nan
St. Helena,2000,nan
St. Helena,2001,nan
St. Helena,2002,nan
St. Helena,2003,nan
St. Helena,2004,nan
St. Helena,2005,nan
St. Helena,2006,nan
St. Helena,2007,nan
St. Helena,2008,nan
St. Helena,2009,nan
St. Helena,2010,nan
St. Kitts and Nevis,2000,33.0
St. Kitts and Nevis,2001,145.0
St. Kitts and Nevis,2002,63.0
St. Kitts and Nevis,2003,30.0
St. Kitts and Nevis,2004,113.0
St. Kitts and Nevis,2005,197.0
St. Kitts and Nevis,2006,nan
St. Kitts and Nevis,2007,671.0
St. Kitts and Nevis,2008,1163.0
St. Kitts and Nevis,2009,517.0
St. Kitts and Nevis,2010,937.0
St. Lucia,2000,790.0
St. Lucia,2001,631.0
St. Lucia,2002,876.0
St. Lucia,2003,839.0
St. Lucia,2004,1318.0
St. Lucia,2005,1803.0
St. Lucia,2006,1188.0
St. Lucia,2007,1339.0
St. Lucia,2008,1544.0
St. Lucia,2009,1647.0
St. Lucia,2010,2124.0
St. Martin,2000,nan
St. Martin,2001,nan
St. Martin,2002,nan
St. Martin,2003,nan
St. Martin,2004,nan
St. Martin,2005,nan
St. Martin,2006,nan
St. Martin,2007,nan
St. Martin,2008,nan
St. Martin,2009,nan
St. Martin,2010,nan
St. Vincent and the Grenadines,2000,253.0
